,id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
1486,1487,Retiro de receta en sala de atencion La Lucila  y entrega en su domicilio,NECESIDADES OPERATIVAS,retiro de receta en sala de atencion la lucila y entrega en su domicilio,NEC_OP
6639,6640,Me comunique nuevamente con la Sra. Luisa Evelia Verón me dijo que estaba bien de ánimo y de salud pero que tenía necesidad alimentaria. Estaba limpiando y cociendo.,NECESIDADES OPERATIVAS,me comunique nuevamente con la sra luisa evelia veron me dijo que estaba bien de animo y de salud pero que tenia necesidad alimentaria estaba limpiando y cociendo ,NEC_OP
5105,5106,me avisan q ya esta el reclamo para la semana que viene,NO RELEVANTE,me avisan q ya esta el reclamo para la semana que viene,NR
9982,9983,el señor juan indica que lo llamaron anteriormente ofreciéndole el envío de medicamentos durante esta semana y que aún no se los han enviado.,NEUTRAL,el senor juan indica que lo llamaron anteriormente ofreciendole el envio de medicamentos durante esta semana y que aun no se los han enviado ,NR
2786,2787,"Me comuniqué con la sra Adriana, me presenté y le brindé mis datos. Establecí el vinculo y acordé volver a llamarla el día viernes 7/8/20 a las 17hs.",NO RELEVANTE,me comunique con la sra adriana me presente y le brinde mis datos estableci el vinculo y acorde volver a llamarla el dia viernes _digit_ _digit_ _digit_ a las _digit_hs ,NR
9879,9880,"el am flores inés dni 5324309 se encuentra muy bien.

ya le avisé a la señora flores inés,  que hoy me comunicaron por el mail de voluntarios,  que en el transcurso de la semana recibirá el bolsón de alimentos solicitado.",POSITIVO,el am flores ines dni _digit_ se encuentra muy bien 

ya le avise a la senora flores ines  que hoy me comunicaron por el mail de voluntarios  que en el transcurso de la semana recibira el bolson de alimentos solicitado ,R
2650,2651,Se encuentra muy bien,POSITIVO,se encuentra muy bien,R
11851,11852,se encuentra bien con su hija y su hijo.,POSITIVO,se encuentra bien con su hija y su hijo ,R
12339,12340,su señora maria josefa gonzalez dni 1563362695 sufrio una caída  producto de la osteoporosis que se le declaro por la medicación del cáncer de mama. necesita atención kinesiológica. y no la obtiene por la pandemia. cel. 1563362695.,NEUTRAL,su senora maria josefa gonzalez dni _digit_ sufrio una caida producto de la osteoporosis que se le declaro por la medicacion del cancer de mama necesita atencion kinesiologica y no la obtiene por la pandemia cel _digit_ ,NR
3304,3305,La AM se encuentra en excelente estado anímico acompañada y asistida por sus hijos mayores.,POSITIVO,la am se encuentra en excelente estado animico acompanada y asistida por sus hijos mayores ,R
8776,8777,"hable con la nieta de Sra Berta, estan bien,  el tema alimentos lo maneja la hija pero estaba ausente en el momento del llamado. Estan acompañandose mutuamente. volvere a contactarme",POSITIVO,hable con la nieta de sra berta estan bien  el tema alimentos lo maneja la hija pero estaba ausente en el momento del llamado estan acompanandose mutuamente volvere a contactarme,R
7241,7242,No contesta el teléfono. Llamado por la tarde.,NO RELEVANTE,no contesta el telefono llamado por la tarde ,NR
9518,9519,"4/7 no contesta el teléfono, llamé por la tarde",NO RELEVANTE,_digit_ _digit_ no contesta el telefono llame por la tarde,NR
5571,5572,Fui a llevarle.la caja y no estaba,NECESIDADES OPERATIVAS,fui a llevarle la caja y no estaba,NEC_OP
2971,2972,Llame a ambos telefonos. Me atendieron mujeres diferentes en cada uno y al consultarle por CARLOS FORTE me dijeron que estaba equivocado. Tambien consulté si se habian comunicado desde el voluntariado y me dijeron que no.,NO RELEVANTE,llame a ambos telefonos me atendieron mujeres diferentes en cada uno y al consultarle por carlos forte me dijeron que estaba equivocado tambien consulte si se habian comunicado desde el voluntariado y me dijeron que no ,NR
2878,2879,12/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ se entrego alimentos en domicilio,NEC_OP
11540,11541,"no responde a los llamados - atiende siempre contestador - dejamos mensaje

numero inexistente",NO RELEVANTE,no responde a los llamados - atiende siempre contestador - dejamos mensaje

numero inexistente,NR
11893,11894,"se encuentra bien, está contenido por la familia. está constantemente acompañado ya que vive con su hijo. el y su esposa siguen esperando para vacunarse ya que le informaron que no hay vacunas disponibles. su hija se comunicará nuevamente la semana que viene.",POSITIVO,se encuentra bien esta contenido por la familia esta constantemente acompanado ya que vive con su hijo el y su esposa siguen esperando para vacunarse ya que le informaron que no hay vacunas disponibles su hija se comunicara nuevamente la semana que viene ,R
11530,11531,no quieren que les hagan las compras. tienen un chino a una cuadra. va la señora,POSITIVO,no quieren que les hagan las compras tienen un chino a una cuadra va la senora,R
4144,4145,Hablamos de recetas. Se encuentra bien.,POSITIVO,hablamos de recetas se encuentra bien ,R
10662,10663,la mujer solicitó información sobre las asignaciones  que esta brindando anses,NEUTRAL,la mujer solicito informacion sobre las asignaciones que esta brindando anses,NR
7342,7343,HABLE CON MARIA DEL CARMEN ESTA BIEN Y MARTINA LE CAMBIARON EL TURNO DEL MEDICO DE LA PIERNA PARA MAÑANA,POSITIVO,hable con maria del carmen esta bien y martina le cambiaron el turno del medico de la pierna para manana,R
1905,1906,Me comuniqué a los telefonos de las fichas los dos dieron fuera de servicio.,NO RELEVANTE,me comunique a los telefonos de las fichas los dos dieron fuera de servicio ,NR
6331,6332,CONTENTA CON EL LLAMADO PERO NO NESECITA NADA.,POSITIVO,contenta con el llamado pero no nesecita nada ,R
1594,1595,No contesto llamado,NO RELEVANTE,no contesto llamado,NR
5046,5047,"Realice llamados sin respuesta alguna,volveré a intentar durante la semana",NO RELEVANTE,realice llamados sin respuesta alguna volvere a intentar durante la semana,NR
2913,2914,"Está bien, no necesita nada!",POSITIVO,esta bien no necesita nada,R
1102,1103,Se encuentra bien.,POSITIVO,se encuentra bien ,R
12302,12303,sin novedades. interesada en la vacuna contra la gripe. pasé info.,POSITIVO,sin novedades interesada en la vacuna contra la gripe pase info ,R
7592,7593,no le interesa,NO RELEVANTE,no le interesa,NR
5195,5196,Nos hemos presentado y hemos hablado un largo rato de nosotras. Quedé en averiguarle si existe un permiso para que pueda salir a caminar.,NECESIDADES OPERATIVAS,nos hemos presentado y hemos hablado un largo rato de nosotras quede en averiguarle si existe un permiso para que pueda salir a caminar ,NEC_OP
10865,10866,llamado telefonico,NEUTRAL,llamado telefonico,NR
11362,11363,no atiende,NO RELEVANTE,no atiende,NR
10419,10420,hable con la sra esta muy bien,POSITIVO,hable con la sra esta muy bien,R
3696,3697,Se hablo nuevamente con la hija de la Sra. Enriqueta por el momento no necesita nada y su madre se encuentra bien de salud. Se le compartía via Whatsapp el cuadernillo con ejercicios de la memoria.,POSITIVO,se hablo nuevamente con la hija de la sra enriqueta por el momento no necesita nada y su madre se encuentra bien de salud se le compartia via whatsapp el cuadernillo con ejercicios de la memoria ,R
10570,10571,"hoy se había levantado tarde por que anoche fueron muchas veces al bano  y no pudieron descansar muy bien , le dije que bueno que después puede dormir una siesta esta extrañando mucho a su otra hija y sus nietos pero hablan por vídeo llamas que por lo menos tienen eso y que ella por suerte tiene a su otra hija al fondo de la casas ahora le iba a preparar el desayuno al marido para poder darle los remedios me agradeció mucho que siempre la llame que me acuerde de ella y nos preocupemos que es una linda compania aunque sea un llamado 

quedamos en hablar el  22/04.",POSITIVO,hoy se habia levantado tarde por que anoche fueron muchas veces al bano y no pudieron descansar muy bien  le dije que bueno que despues puede dormir una siesta esta extranando mucho a su otra hija y sus nietos pero hablan por video llamas que por lo menos tienen eso y que ella por suerte tiene a su otra hija al fondo de la casas ahora le iba a preparar el desayuno al marido para poder darle los remedios me agradecio mucho que siempre la llame que me acuerde de ella y nos preocupemos que es una linda compania aunque sea un llamado 

quedamos en hablar el _digit_ _digit_ ,R
7552,7553,Se sentia un poco cansada pero bien,NEGATIVO,se sentia un poco cansada pero bien,R
9335,9336,   todo bien,POSITIVO,  todo bien,R
12663,10667,"Hoy le pregunté como le había ído con el reclamo de la factura de la luz me contó que se logró comunicar y reclamar con otra empleada y aparentemente el encargado de medir y anotar el consumo lo hizo mal, pero que debía pagar y luego se lo iban a devolver por mes.  y que cuando fuera posible iban a revisar el medidor ya q el vidrio estaba gastado y rayado y para comprobar que funcione bien, pero que no hay mucho personal haciendo la tarea.  por lo tanto la Sra, me dijo que va a esperar cuanto le viene el mes que viene, a ver si le viene bien o de más, y verá si lo paga porque le dijeron que si no pagaba le figurariía una deuda.  Muy preocupada y angustiada por la situación...ahora mas tranquila sabiendo que fue un error pero no se lo solucionaron.",NEGATIVO,hoy le pregunte como le habia ido con el reclamo de la factura de la luz me conto que se logro comunicar y reclamar con otra empleada y aparentemente el encargado de medir y anotar el consumo lo hizo mal pero que debia pagar y luego se lo iban a devolver por mes  y que cuando fuera posible iban a revisar el medidor ya q el vidrio estaba gastado y rayado y para comprobar que funcione bien pero que no hay mucho personal haciendo la tarea  por lo tanto la sra me dijo que va a esperar cuanto le viene el mes que viene a ver si le viene bien o de mas y vera si lo paga porque le dijeron que si no pagaba le figurariia una deuda  muy preocupada y angustiada por la situacion  ahora mas tranquila sabiendo que fue un error pero no se lo solucionaron ,R
6524,6525,"Llamado de contencion a Lidia, sigue bien e animos, de a ratos con un poco de depresion pero nada importante, solo le preocupa el encierro. extraña ir al parque o juntarse con mas familia a cocinar, es muy familiera, se logra hacer la encuesta.",NEGATIVO,llamado de contencion a lidia sigue bien e animos de a ratos con un poco de depresion pero nada importante solo le preocupa el encierro extrana ir al parque o juntarse con mas familia a cocinar es muy familiera se logra hacer la encuesta ,R
3094,3095,"Me llego el correo electronico, pero un rato después me llamo Sara para indicarme que el asunto estaba resuelto",NO RELEVANTE,me llego el correo electronico pero un rato despues me llamo sara para indicarme que el asunto estaba resuelto,NR
8318,8319,"18/06/20 - Llamo a AM al 4766-5191 me atiende esposa y me pasa con AM. La caja llegó al mediodía, me comentó un poco que tenía, quien la repartió indicó que me avisen a mi para cuando quieran la próxima caja dentro de 20 DÍAS > Viernes 03/07. Después comenzamos a hablar un largo rato sobre las noticias y actualidades.",NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ - llamo a am al _digit_-_digit_ me atiende esposa y me pasa con am la caja llego al mediodia me comento un poco que tenia quien la repartio indico que me avisen a mi para cuando quieran la proxima caja dentro de _digit_ dias > viernes _digit_ _digit_ despues comenzamos a hablar un largo rato sobre las noticias y actualidades ,NEC_OP
11415,11416,no contestan el teléfono.  ya varios días.,NO RELEVANTE,no contestan el telefono  ya varios dias ,NR
11862,11863,"se encuentra bien de animos, pidio que me siga comunicando con ella",POSITIVO,se encuentra bien de animos pidio que me siga comunicando con ella,R
12301,12302,sin novedades.,NO RELEVANTE,sin novedades ,NR
11138,11139,"me comunique en el dia de la fecha, el señor se encuentra bien.",POSITIVO,me comunique en el dia de la fecha el senor se encuentra bien ,R
8801,8802,"Charla agradable está de buen humor,.feliz con su tele no se siente tan solo.",POSITIVO,charla agradable esta de buen humor feliz con su tele no se siente tan solo ,R
7731,7732,"Llamo a AM a 47110230, pero sin respuesta alguna. Llamo a numero adicional 1565053890, me atiende AM y le comento acerca del programa de asistencias. Me indica que a ella la asiste su hija y su yerno, por lo tanto no requiere la asistencia. También informa que ella sale a hacer algunas compras, pero no sale muy seguido. Me comenta que ya se dio la vacuna contra la gripe, le comento como proceder en caso que se tenga que dar otra vacuna, agradece por la atención y finaliza la llamada.",NEUTRAL,llamo a am a _digit_ pero sin respuesta alguna llamo a numero adicional _digit_ me atiende am y le comento acerca del programa de asistencias me indica que a ella la asiste su hija y su yerno por lo tanto no requiere la asistencia tambien informa que ella sale a hacer algunas compras pero no sale muy seguido me comenta que ya se dio la vacuna contra la gripe le comento como proceder en caso que se tenga que dar otra vacuna agradece por la atencion y finaliza la llamada ,NR
