id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
141,Intenté nuevamente pero vuelve a indicar que el número de teléfono no corresponde a un abonado en servicio.,NO RELEVANTE,intente nuevamente pero vuelve a indicar que el numero de telefono no corresponde a un abonado en servicio ,NR
142,no contestan el telefono,NO RELEVANTE,no contestan el telefono,NR
143,Nuevamente nadie responde el llamado. Dejé mensaje con mis datos por las dudas,NO RELEVANTE,nuevamente nadie responde el llamado deje mensaje con mis datos por las dudas,NR
144,Le informé a la Sra. Prudencia Ferreyra los lugares en que se entregan la caja de comida y lugares de vacunación.,NECESIDADES OPERATIVAS,le informe a la sra prudencia ferreyra los lugares en que se entregan la caja de comida y lugares de vacunacion ,NEC_OP
145,No pude comunicarme,NO RELEVANTE,no pude comunicarme,NR
146,Llame otra vez pero dio el contestador,NO RELEVANTE,llame otra vez pero dio el contestador,NR
147,"07/07/20 - Llamo a AM al 1160016414, me atiende. Consulto como se encuentra, me dice que mal. Tiene un problema traumatológico, los turnos que tenía los perdió y dice que ahora no están atendiendo los médicos. Está con calmantes. De la Munci la llamaron para ver si estaba vacunada, se vacunó el año pasado. Consulto si está en contacto con familares, amigos, vecinos. Me indica que si, la nieta que vive en Jujuy está en Buenos Aires, volvió por un problema de salud que tenía una hermana. La visita hoy, y se va quedar un par de días más adelante. Consulto si la nieta tiene los papeles para circular, me indica que si. Hoy la amiga le trajo la caja de alimentos, nuevamente consulto si la quiere a domicilio, me indica que no por el momento mientras la amiga pueda traerla no. Nos despedimos, agradece el llamado, y cortamos.",NEGATIVO,_digit_ _digit_ _digit_ - llamo a am al _digit_ me atiende consulto como se encuentra me dice que mal tiene un problema traumatologico los turnos que tenia los perdio y dice que ahora no estan atendiendo los medicos esta con calmantes de la munci la llamaron para ver si estaba vacunada se vacuno el ano pasado consulto si esta en contacto con familares amigos vecinos me indica que si la nieta que vive en jujuy esta en buenos aires volvio por un problema de salud que tenia una hermana la visita hoy y se va quedar un par de dias mas adelante consulto si la nieta tiene los papeles para circular me indica que si hoy la amiga le trajo la caja de alimentos nuevamente consulto si la quiere a domicilio me indica que no por el momento mientras la amiga pueda traerla no nos despedimos agradece el llamado y cortamos ,R
148,"Se le envió información a la voluntaria respecto de los turnos médicos. A su vez, se derivó la  solicitud correspondiente a la Dirección de Atención Primaria de Salud",NEUTRAL,se le envio informacion a la voluntaria respecto de los turnos medicos a su vez se derivo la solicitud correspondiente a la direccion de atencion primaria de salud,NR
149,Todo ok,POSITIVO,todo ok,R
150,Sin novedad,NO RELEVANTE,sin novedad,NR
151,"Se encuentra con algunos malestares, pero relativamente bien, charlamos un poco.",NEGATIVO,se encuentra con algunos malestares pero relativamente bien charlamos un poco ,R
152,"
SE ENTREGO MATERIAL COGNITIVO EN DOMICILIO EL 24/07/2020",NECESIDADES OPERATIVAS,se entrego material cognitivo en domicilio el _digit_ _digit_ _digit_,NEC_OP
153,"Hablo con AM. Hacemos la encuesta, cuenta cosas de su día. Indica que NO tiene computadora y necesita. Una amiga en C.A.B.A. tiene una para regalarle pero no tiene cómo pasarla a buscar, pide averiguar de qué forma hacerlo ya que no confía en Glovo, Rappi, etc. Pide también ayuda aprender a usar zoom en el celular y hacer tutoriales de video - No está pudiendo sacar turno con el Banco Provincia y lo necesita porque no sabe cómo colocar la clave (le dice que es incorrecta)",NECESIDADES OPERATIVAS,hablo con am hacemos la encuesta cuenta cosas de su dia indica que no tiene computadora y necesita una amiga en c a b a tiene una para regalarle pero no tiene como pasarla a buscar pide averiguar de que forma hacerlo ya que no confia en glovo rappi etc pide tambien ayuda aprender a usar zoom en el celular y hacer tutoriales de video - no esta pudiendo sacar turno con el banco provincia y lo necesita porque no sabe como colocar la clave le dice que es incorrecta ,NEC_OP
154,Charla,NO RELEVANTE,charla,NR
155,En el día de hoy me comuniqué nuevamente con la Sra. Luisa Evelia Verón me comentó que hoy fue a un nuevo cardiólogo que consiguió por su obra social IOMA. Venía con dos días de presión elevada asi que el tratarse la tranquilizó. le cambió la medicación por su cuadro de hipertensión y pudo hacerse el estudio de Electrocardiograma. Ahora esta estable.,NEUTRAL,en el dia de hoy me comunique nuevamente con la sra luisa evelia veron me comento que hoy fue a un nuevo cardiologo que consiguio por su obra social ioma venia con dos dias de presion elevada asi que el tratarse la tranquilizo le cambio la medicacion por su cuadro de hipertension y pudo hacerse el estudio de electrocardiograma ahora esta estable ,NR
156,Todo ok. Se charló un rato para hacer contención.,POSITIVO,todo ok se charlo un rato para hacer contencion ,R
157,"Nos comunicamos, con la Sra.  nos informa que Guillermo fue internado el 2/8 con neumonía esta en TI,  me volvió a solicitar la caja con art de limpieza, y la tablet.  Teniendo en cuenta que la de alimentos fue entregada el viernes 31/7/20.",NECESIDADES OPERATIVAS,nos comunicamos con la sra  nos informa que guillermo fue internado el _digit_ _digit_ con neumonia esta en ti  me volvio a solicitar la caja con art de limpieza y la tablet  teniendo en cuenta que la de alimentos fue entregada el viernes _digit_ _digit_ _digit_ ,NEC_OP
158,"El Sr. Osvaldo no atiende desde hace unos días, en ninguno de los dos números de teléfono.
A veces atiende la esposa.",NO RELEVANTE,el sr osvaldo no atiende desde hace unos dias en ninguno de los dos numeros de telefono a veces atiende la esposa ,NR
159,"Contenta con mi llamado, espera que se comuniquen, para los cursos virtuales, ya que recibió la tablet.",NECESIDADES OPERATIVAS,contenta con mi llamado espera que se comuniquen para los cursos virtuales ya que recibio la tablet ,NEC_OP
160,Siempre de buen ánimo y agradecida con la comunicación!!! Seguimos en contacto y saluda a todo el MUNICIPIO.,POSITIVO,siempre de buen animo y agradecida con la comunicacion seguimos en contacto y saluda a todo el municipio ,R
161,Se entrego alimentos en domicilio el 08/07/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
162,"La Sra. sigue recibiendo mi llamado de una manera amable y breve. siempre dice que está contenida y que se arregla bien, que por el momento no necesita nada.. Al menos me agradece el llamado amablemente y mantenemos el contacto",POSITIVO,la sra sigue recibiendo mi llamado de una manera amable y breve siempre dice que esta contenida y que se arregla bien que por el momento no necesita nada  al menos me agradece el llamado amablemente y mantenemos el contacto,R
163,Se entrego alimentos en domicilio el 08/07/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
164,En el día de la fecha retiró caja de alimentos,NECESIDADES OPERATIVAS,en el dia de la fecha retiro caja de alimentos,NEC_OP
165,"Hablé con Leticia, se encuentra bien. Ayer la llamé y no me atendió, hoy la llamé y tampoco, parece que le funciona mal el celular. De todos modos más tarde logré comunicarme.",POSITIVO,hable con leticia se encuentra bien ayer la llame y no me atendio hoy la llame y tampoco parece que le funciona mal el celular de todos modos mas tarde logre comunicarme ,R
166,Intenté nuevamente pero vuelve a indicar que el número de teléfono no corresponde a un abonado en servicio.,NO RELEVANTE,intente nuevamente pero vuelve a indicar que el numero de telefono no corresponde a un abonado en servicio ,NR
167,llamado,NO RELEVANTE,llamado,NR
168,"Llamo el 13/05, me indica que no requiere asistencia ya que se encuentra bien y que salen muy poco, a hacer las compras únicamente.",POSITIVO,llamo el _digit_ _digit_ me indica que no requiere asistencia ya que se encuentra bien y que salen muy poco a hacer las compras unicamente ,R
169,Se encuentra bien,POSITIVO,se encuentra bien,R
170,La Señora Beatríz Dib se encuentra bien.,POSITIVO,la senora beatriz dib se encuentra bien ,R
171,"20/08- MARIA DEL CARMEN CON MUCHO DOLOR DE CUELLO POR LA CAIDA SIGUE CON EL OJO NEGRO.
21/08- MARIA DEL CARMEN VA MEJORANDO DEL OJO Y LOS DOLORES DEL CUERPO",NEGATIVO,_digit_ _digit_- maria del carmen con mucho dolor de cuello por la caida sigue con el ojo negro _digit_ _digit_- maria del carmen va mejorando del ojo y los dolores del cuerpo,R
172,"Está bien y necesita alimentos, ya realicé el pedido.",NECESIDADES OPERATIVAS,esta bien y necesita alimentos ya realice el pedido ,NEC_OP
173,Está muy bien de ánimo. Me cuenta que está terminando de tejer un sweater. Está aprendiendo con un programa que ve por yputube de tejido y ya hizo varias cosas fáciles para sus nietos. Siempre habla con su hermana que es abogada y vive en congreso.,POSITIVO,esta muy bien de animo me cuenta que esta terminando de tejer un sweater esta aprendiendo con un programa que ve por yputube de tejido y ya hizo varias cosas faciles para sus nietos siempre habla con su hermana que es abogada y vive en congreso ,R
174,"Hablo con AM. Se encuentra bien y me comenta que el debia hacerse un estudio de control (Eco stress) y que en la clinica donde debia hacerlo se lo pospusieron ya varias veces.
Quiere saber que hacer en este caso. Cosulto si este estudio lo realizaba a traves de PAMI y me dice que si. 
Quedamos en que lo mejor es que primero hable con PAMI para ver que le indican hacer. 
Consulto si pudo ver la pagina del archivo historico que le indique la vez pasada y me dice que si y que en estos dias volvera a verla ya que es interesante. 
AM me indica que por el momento no necesita nada mas y que  lo llame la semana que viene y que en estos dias intentara hablar con PAMI por su estudio.",NEGATIVO,hablo con am se encuentra bien y me comenta que el debia hacerse un estudio de control eco stress y que en la clinica donde debia hacerlo se lo pospusieron ya varias veces quiere saber que hacer en este caso cosulto si este estudio lo realizaba a traves de pami y me dice que si quedamos en que lo mejor es que primero hable con pami para ver que le indican hacer consulto si pudo ver la pagina del archivo historico que le indique la vez pasada y me dice que si y que en estos dias volvera a verla ya que es interesante am me indica que por el momento no necesita nada mas y que lo llame la semana que viene y que en estos dias intentara hablar con pami por su estudio ,R
175,todo bien. Recibió la tablet. Está averiguando para contratar servicio de internet. Buscando la opción más económica.,POSITIVO,todo bien recibio la tablet esta averiguando para contratar servicio de internet buscando la opcion mas economica ,R
176,se entrega alimentos en domicilio 31/7/20.,NECESIDADES OPERATIVAS,se entrega alimentos en domicilio _digit_ _digit_ _digit_ ,NEC_OP
177,Todo en orden,POSITIVO,todo en orden,R
178,Hablo muy atenta. Agradese la colaboración.  Se encuentra bien y por el momento no necesita nada,POSITIVO,hablo muy atenta agradese la colaboracion  se encuentra bien y por el momento no necesita nada,R
179,"Se llamó al número 4513-6624 y se indicó que la persona tiene que llamar a PAMI (4519-5452/3).
Llamé al AM indicandole que tiene que llamar a PAMI.",NECESIDADES OPERATIVAS,se llamo al numero _digit_-_digit_ y se indico que la persona tiene que llamar a pami _digit_-_digit_ _digit_ llame al am indicandole que tiene que llamar a pami ,NEC_OP
180,Se entrego alimentos en domicilio el 08/07/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
181,Hoy hable con Lucia. Esta muy bien de animo. La invite a los grupos de whatsapp creados para conocer gente y pasar un hermoso momento haciendo dinamicas y charlando con otros AM.   Lo que me apena es que SIGUE PIDIENDOME POR FAVOR QUE LA AYUDEN CON UNA CAJA DE ALIMENTOS.    Yo ya reclame por mail 3 VECES pero no le llego nada aun.  Como puedo hacer para lograrlo?    Lo necesita por un tema economico.  Son varios en su casa.  Tiene una hija con nietos viviendo en el fondo y esta muy preocupada por este motivo.  Es una persona super agradable y educada.   Sugiero que la agreguen en la lista para RECIBIR la caja de alimentos.  O espero alguna respuesta para darle a ella.  muchas gracias,NECESIDADES OPERATIVAS,hoy hable con lucia esta muy bien de animo la invite a los grupos de whatsapp creados para conocer gente y pasar un hermoso momento haciendo dinamicas y charlando con otros am  lo que me apena es que sigue pidiendome por favor que la ayuden con una caja de alimentos   yo ya reclame por mail _digit_ veces pero no le llego nada aun  como puedo hacer para lograrlo  lo necesita por un tema economico  son varios en su casa  tiene una hija con nietos viviendo en el fondo y esta muy preocupada por este motivo  es una persona super agradable y educada  sugiero que la agreguen en la lista para recibir la caja de alimentos  o espero alguna respuesta para darle a ella  muchas gracias,NEC_OP
182,Sigue dando ocupado... A mi entender no le funciona el teléfono.,NO RELEVANTE,sigue dando ocupado  a mi entender no le funciona el telefono ,NR
183,"Hablé con Lidia, todo ok",POSITIVO,hable con lidia todo ok,R
184,saber como se encontraba,NO RELEVANTE,saber como se encontraba,NR
185,Hemos realizado la derivación correspondiente al área para el envío de alimentos a domicilio. A la brevedad se estarán comunicando para coordinar la entrega. Saludos!,NECESIDADES OPERATIVAS,hemos realizado la derivacion correspondiente al area para el envio de alimentos a domicilio a la brevedad se estaran comunicando para coordinar la entrega saludos,NEC_OP
186,"Llamada al 47918056, me indica que está acompañado por su hijo, que no están precisando de ayuda. De todas maneras, agradece la atención.",NEUTRAL,llamada al _digit_ me indica que esta acompanado por su hijo que no estan precisando de ayuda de todas maneras agradece la atencion ,NR
187,05/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ se entrego alimentos en domicilio,NEC_OP
188,Se entrega Cuadernillo Estimulación Cognitiva I en domicilio 7/8/20.,NECESIDADES OPERATIVAS,se entrega cuadernillo estimulacion cognitiva i en domicilio _digit_ _digit_ _digit_ ,NEC_OP
