,id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
12610,9928,"11.50am.:muy buena recepción de parte de la sra.Erna,tenia muchas ganas de hablar, abordamos diversos temas de actualidad y lo cual llevo a contarme del hartazgo por la cuarentena y la imposibilidad de reunirse con sus familiares lo cual me había dicho en la primera charla.Le comente de las diversas actividades y cursos pero no le interesa, comento que antes había ido pocas veces al grupo de jubilados en Florida,ya que le gusta mucho jugar  a las cartas pero aparentemente son muy cerrados y no dejan que otros se integren y por eso dejo de ir.

Se estaba preparando puchero para almorzar y quedamos en hablar semana próxima.",NEGATIVO,_digit_ _digit_am recepcion ganas hablar abordamos diversos temas actualidad llevo contarme hartazgo cuarentena imposibilidad reunirse familiares charla comente diversas actividades cursos interesa grupo jubilados florida gusta jugar cartas aparentemente cerrados dejan integren preparando puchero almorzar quedamos hablar semana proxima,R
9012,9013,Solicitud de alimentos al 147,NECESIDADES OPERATIVAS,solicitud alimentos _digit_,NEC_OP
5706,5707,se informo que no recibio la caja de alimentos,NECESIDADES OPERATIVAS,recibio caja alimentos,NEC_OP
5810,5811,"llamado, no contesta",NO RELEVANTE,llamado contesta,NR
1789,1790,llamado,NO RELEVANTE,llamado,NR
11653,11654,"primer comunicación, le interesa formar parte y quiere continuar con los llamados.",POSITIVO,comunicacion interesa formar continuar llamados,R
5008,5009,"Vuelvo a encontrarme con el mensaje que ""el celular no puede recibir llamados""",NO RELEVANTE,vuelvo encontrarme mensaje celular recibir llamados,NR
908,909,05/06/2020 SE ENTRGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ entrgo alimentos domicilio,NEC_OP
292,293,Da el contestador,NO RELEVANTE,contestador,NR
8150,8151,"Hablamos , me conto que hacen la clase de estiramienro con su amiga Olga y tejen",NEUTRAL,hablamos conto clase estiramienro amiga tejen,NR
7217,7218,EL DIA 26/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ entrego alimentos domicilio,NEC_OP
12162,12163,se realizan llamados periódicamente para acompañar y charlar. no precisa de otras cosas.,POSITIVO,realizan llamados periodicamente acompanar charlar precisa,R
1078,1079,SE ENTREGO ALIMENTOS EN DOMICILIO EL 03/07/2020,NECESIDADES OPERATIVAS,entrego alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
1830,1831,"Conversamos su estado de animo que últimamente presenta momentos de preocupacion y angustia a raíz del encierro y la soledad. Logra atenuar esto conversando con alguna amiga, o  a través de la religión o la charla que mantenemos. A veces le sirve para ver las cosas desde otro lugar.",NEGATIVO,conversamos animo ultimamente presenta momentos preocupacion angustia raiz encierro soledad logra atenuar conversando amiga religion charla mantenemos sirve,R
1674,1675,"en la salita de su barrio estan controlando la temperatura , hace un par de semanas esta bien cuidandose",POSITIVO,salita barrio controlando temperatura par semanas cuidandose,R
960,961,"Me atendio amablemente, pero me comento que ya la habían llama cuatro personas, que no necesita nada, solo dio las gracias.",NO RELEVANTE,atendio amablemente llama personas necesita,NR
8928,8929,Sin novedad,NO RELEVANTE,novedad,NR
7352,7353,"13/05- ANGELA BIEN, SUS HORARIOS SON UN DESCONTROL DUERME A CUALQUIER HORA.
14/05-",POSITIVO,_digit_ _digit_- angela horarios descontrol duerme hora _digit_ _digit_-,R
3747,3748,AM INDICA QUE PUDO HABLAR CON PAMI Y QUE NO ESTA INTERESADA EN QUE LA SIGAMOS LLAMANDO. NO QUIERE HACER LA ENCUESTA,NO RELEVANTE,am indica hablar pami interesada sigamos llamando encuesta,NR
6034,6035,Necesita que le lleven la caja de alimentos porque le dijeron que tiene que ir a las 6 de la mañana a sacar numero.,NECESIDADES OPERATIVAS,necesita lleven caja alimentos _digit_ manana sacar numero,NEC_OP
4925,4926,"Mis conversaciones con la familia son muy frecuentes, sobre todo con Pablo. Me llama seguido, conseguí que me regalaran un celular para él. Esta muy entusiasmado, aún no le funciona, mañana ira a Munro para que lo revisen en una casa de celulares. Matilde siempre temerosa por Pablo,  ahora ya superó su ataque de pánico, comenzó a salir nuevamente y el teléfono lo mantiene ocupado, entretenido y va a lograr que funcione.  Otro problema que se le presentó es la filtración en el techo que gracias a Dios ya reparó. Dice estar muy cansada, la casa es grande, vieja y siempre está reparando cosas.  Creo que necesitaría salir y despejarse un poco. Espero que esto se termine pronto y tenga la posibilidad de tomar un poco de aire puro.",NEGATIVO,conversaciones familia frecuentes pablo llama seguido consegui regalaran celular entusiasmado funciona manana ira munro revisen casa celulares matilde temerosa pablo supero ataque panico comenzo salir nuevamente telefono mantiene ocupado entretenido lograr funcione problema presento filtracion techo reparo cansada casa grande vieja reparando necesitaria salir despejarse espero termine posibilidad tomar aire puro,R
12811,13852,"09/08- ANGELA ANGUSTIADA POR ESTAR TANTO TIEMPO AISLADA.

10/08- ANGELA BIEN DIGAMOS QUE BIEN ME DICE, ME COMENTA LAS NOTICIAS ANGELA",NEGATIVO,_digit_ _digit_- angela angustiada aislada _digit_ _digit_- angela digamos comenta noticias angela,R
10758,10759,"la sra. ana maria quería la caja de alimentos pero se le complica irla a buscar, la hija trabaja y ella no puede salir. asi que me comunicó que muchas gracias por la info. está bien de salud, cuidada por su hija.",POSITIVO,ana queria caja alimentos complica irla buscar hija trabaja salir comunico info salud cuidada hija,R
220,221,"se encuentra bien , recibio la caja de alimentos",POSITIVO,recibio caja alimentos,R
10090,10091,"en respuesta al mensaje citado en la acción anterior, el suscripto en respuesta y mediante mensaje de texto en lo sustancial reiteró la predisposición a colaborar dentro de las incumbencias del voluntariado si la persona mas adelante así lo requiriese. se envió un saludo y augurios de pronta mejoría.",NEUTRAL,respuesta mensaje citado accion suscripto respuesta mensaje texto sustancial reitero predisposicion colaborar incumbencias voluntariado persona requiriese envio saludo augurios pronta mejoria,NR
5864,5865,"Se comunica la Sra. Olga Basualdo x solicitarme que retire recetas por el domicilio de su doctora autorice las ordenes y le busque los medicamentos.
El dia jueves  25 retiro las recetas las autorizo y busco los medicamentos en una farmacia de San Isidro. Luego se los llevo a su domicilio.",NECESIDADES OPERATIVAS,comunica basualdo solicitarme retire recetas domicilio doctora autorice ordenes busque medicamentos jueves _digit_ retiro recetas autorizo busco medicamentos farmacia san isidro llevo domicilio,NEC_OP
4167,4168,se entrega material cognitivo en domicilio 31/7/20.,NECESIDADES OPERATIVAS,entrega material cognitivo domicilio _digit_ _digit_ _digit_,NEC_OP
8293,8294,no contesta el teléfono,NO RELEVANTE,contesta telefono,NR
5039,5040,Sin novedad,NO RELEVANTE,novedad,NR
5754,5755,"la señora manifesto su descontento al recibir el llamado , ya que ella nunca brindo datos a la municipalidad  ni solicito asistencia, finalmente luego que se le paso el enojo , agradecio mis palabras.",NO RELEVANTE,senora descontento recibir llamado brindo datos municipalidad solicito asistencia finalmente paso enojo agradecio palabras,NR
8496,8497,esta bien de animo,POSITIVO,animo,R
1544,1545,La alerté por falsas visitas para revisar por Covid 19-,NO RELEVANTE,alerte falsas visitas revisar covid _digit_-,NR
1803,1804,"El señor se encuentra bien,no le interesa participar de charlas o curso no dispone de mucho tiempo, por su actividad laboral .",POSITIVO,senor interesa participar charlas curso dispone actividad laboral,R
6884,6885,La Señora Ana Slaukin  esta bien junto a su marido Guido.,POSITIVO,senora ana slaukin marido guido,R
7737,7738,vamos a participar juntas de un taller virtual.,NECESIDADES OPERATIVAS,participar juntas taller virtual,NEC_OP
4315,4316,"Después de hacer varios llamados a a Maria  y no atender el telefono , decidi ir a su domicilio hasta que hable con un vecino llamado Martin.  Me dio la triste noticia que fallecio el 03-05-2020, fue una lastima no haberla conocido personalmente.
Me decia - querida Patricia estoy bien, no te preocupes por mi.",NO RELEVANTE,llamados atender telefono decidi domicilio hable vecino llamado triste noticia fallecio _digit_-_digit_-_digit_ lastima haberla conocido personalmente decia - querida preocupes,NR
8072,8073,"La AM me comenta que ayer se animó a salir a comprar unas cosas que necesitaba pero que igual estuvo muy adolorida de la rodilla (ella tiene poliartrosis.) Hoy fue a la farmacia y no tenían sistema, no le pudieron dar su medicación, pero le dijeron que vuelva más tarde. Conversamos un rato hasta que se despide para poder volver a la farmacia.",NEGATIVO,am comenta animo salir comprar necesitaba adolorida rodilla poliartrosis farmacia sistema pudieron medicacion vuelva conversamos rato despide volver farmacia,R
12207,12208,"segundo llamado, hablamos una 1:15h. dice estar muy aburrida. se acuesta con ideas pero al dia siguiente se aburre, no termina haciendo nada.  hablamos de su vida, recordando momentos de su juventud, de sus matrimonios, sus hijos.",NEUTRAL,llamado hablamos _digit_ _digit_h aburrida acuesta ideas aburre termina hablamos vida recordando momentos juventud matrimonios hijos,NR
7732,7733,"se encontraba bien trabajando, en aprovechando el dia de sol",POSITIVO,encontraba trabajando aprovechando sol,R
11786,11787,"se comunico ella a mi teléfono celular diciendo que quizá necesite quien le retire la medicación de la farmacia, por lo tanto estaré a la espera de ese llamado y enviaré mail correspondiente de ser necesario para que alguien la asista.",NEUTRAL,comunico telefono celular diciendo necesite retire medicacion farmacia espera llamado enviare mail correspondiente necesario alguien asista,NR
3991,3992,me solicito ayuda alimentaria. Se encuentra bien de animo y contenida . Esta viviendo con su hija.,POSITIVO,solicito ayuda alimentaria animo contenida viviendo hija,R
8070,8071,"Muy buen estado  de ánimo, agradecidos con la acción del municipio en general, hablé también con su  esposo, especialista en yoga. Destacaron la actuación de Zoonosis,  a cargo del operativo de vacunación en la zona,  por pedido de los vecinos ante la presencia de murciélagos con rabia.",POSITIVO,animo agradecidos accion municipio hable esposo especialista yoga destacaron actuacion zoonosis cargo operativo vacunacion zona pedido vecinos presencia murcielagos rabia,R
1123,1124,SE ENTREGO MATERIAL COGNITIVO EN DOMICILIO EL 31/07/2020,NECESIDADES OPERATIVAS,entrego material cognitivo domicilio _digit_ _digit_ _digit_,NEC_OP
6167,6168,"No recibio caja de alimentos y de limpieza, se reitera pedido por mail. 
Hablo con florencia Vocca que dice ser voluntaria para aplicar vacunas a domicilio. Se envía mail para verificar informacion.",NECESIDADES OPERATIVAS,recibio caja alimentos limpieza reitera pedido mail hablo florencia vocca voluntaria aplicar vacunas domicilio envia mail verificar informacion,NEC_OP
47,48,"Estuve comunicandome con ella via whatsapp vs veces, pero hoy la llame para charlar un rato.  Hable tambien con su esposo.  Estan bien los dos, pero siguen preocupados.  NO LOGRAN CONSEGUIR EL TURNO MEDICO para su esposo que tuvo CANCER DE PROSTATA para que un medico les pueda leer el informe de la ECOGRAFIA que se logro hacer recientemente.    Es la unica preocupacion que los tiene intranquilos.  El resto todo ok.  Yo ya hice vs reclamos pero no logro contactar medico para este tramite de leer los resultados.    No habra alguien en la salita de carapachay que pudiera asistirlo?  Muchas gracias",NECESIDADES OPERATIVAS,comunicandome via whatsapp vs llame charlar rato hable esposo siguen preocupados logran turno medico esposo cancer prostata medico leer informe ecografia logro recientemente unica preocupacion intranquilos resto ok hice vs reclamos logro contactar medico tramite leer resultados alguien salita carapachay pudiera asistirlo,NEC_OP
8295,8296,"6/7/20 - El. Sr. Benito se encuentra muy bien vive con su esposa y esta asistido por su familia, indico que no hace falta que lo siga llamando",POSITIVO,_digit_ _digit_ _digit_ - sr benito vive esposa asistido familia falta siga llamando,R
8863,8864,"Está con un problema en la vista, después de una operación se le tapó el lagrimal, le dijeron que la iban a operar pero ahora tiene una infección en el ojo. Debe hacer el tratamiento hasta fin de mes.
Le ofrecí para atención psicológica y aceptó que la llamen.
Hace dos años tuvo un accidente en la calle al bajar del colectivo y estuvo 8 meses internada y usa bastón y silla de ruedas.
Gasta mucho dinero en remedios y remises. De OSDE no le están reintegrando los gastos de remedios. Marcela no tiene computadora y el celular que tiene es muy simple sin WhatsApp. La tablet no la sabe usar.
Le pregunté si le gustan las mascotas y me dijo que le encantaría tener un gatito chiquito (machito). A lo mejor del Municipio se lo pueden conseguir de algún refugio de animales.
Hablé un rato largo... está triste... y asustada. Es una señora muy preparada
Está triste por la relación con su hermana.
No tiene hijos!
Fue una persona muy activa y un esposo con el que se llevaba muy bien que falleció hace 20 años. Su esposo era ingeniero civil.
La asusta el tema de la operación también por el tema económico ya que cuando la operen no tiene los recursos para pagar una persona que la atienda durante el periodo de convalescenca y está muy justa con el dinero. Esto la tiene muy asustada.
Le pasé mi número y le dije que me llame cuando lo necesite
Es muy religiosa y la incentivé a que piense en cosas positivas y que no se enfoque tanto en lo que está pasando.",NEGATIVO,problema vista operacion tapo lagrimal iban operar infeccion ojo tratamiento mes ofreci atencion psicologica acepto llamen anos accidente calle bajar colectivo _digit_ meses internada baston silla ruedas gasta dinero remedios remises osde reintegrando gastos remedios computadora celular simple whatsapp tablet pregunte gustan mascotas encantaria gatito chiquito machito municipio refugio animales hable rato triste asustada senora preparada triste relacion hermana hijos persona activa esposo llevaba fallecio _digit_ anos esposo ingeniero civil asusta tema operacion tema economico operen recursos pagar persona atienda periodo convalescenca dinero asustada pase numero dije llame necesite religiosa incentive piense positivas enfoque pasando,R
